ID,Hook Style,Main Text,Comment Text
19,인테리어/귀여움,요즘 핫한 '지켜보고 있다' 고양이 쿠션 실물 검은색 털에 노란 눈만 동둥 떠 있는 게 무서우면서도 은근 귀여움ㅋㅋㅋ 인테리어 포인트로 하나 두면 밤에 화장실 갈 때마다 흠칫할 듯,[댓글] 생각보다 폭신하고 눈 디테일이 살아있어요 집사님들 취향 저격할 고양이 쿠션!
20,에너지 소모,층간소음 걱정 없이 애들 에너지 빼기 최고인 장난감 발견함ㅋㅋ 불 들어오는 대로 펀치 날리다 보면 어느새 땀범벅돼서 꿀잠 자는 효자템,[댓글] 음악 맞춰서 신나게 때리는 뮤직 복싱 기계 글러브 끼고 하면 스트레스도 싹 날아감 성인도 운동용으로 같이 쓰기 좋아요
21,육아 꿀템,세면대 하나로 아기 목욕 완료?! 손목 아프고 물 튈 걱정 끝. 엄마 아빠 손 고생 줄여주는 육아 꿀템 발견함 baby,[댓글] 세면대에 설치해서 쓰는 유아용 세면대 거치대/비데 아기 엉덩이 씻길 때 손목 부담 훨씬 줄어들고 착 감겨서 육아 질 상승함
22,육아 난이도 하락,"육아 난이도 하락시킬 치트키 아이템 발견함ㅋㅋㅋ ""아이가 스스로 동력을 만들어냄"" 엄마 손 하나 안 대고 자유 시간 확보 가능할 듯",[댓글] 아기 스스로 흔들흔들 잘 놀아서 엄마 손이 편해지는 아기 바운서 등대고 눕혀두면 혼자 잘 놀아서 육아꿀템임
23,보냉/휴대,차에 시원한 보온병 하나쯤 필수인데... 페트병째로 쏙 넣는 보냉 텀블러 발견함 얼음물 손에 안 묻고 하루 종일 얼어있음ㅋㅋㅋ,[댓글] 원래 탄산음료나 생수 병째 넣고 쓰는 보냉 홀더 텀블러예요! 운전할 때 물 맺힘 없어서 차에 두고 쓰기 딱입니다.
24,에너지 소모,비 오는 날이나 추운 날 집에서 육아 난이도 -90% 만드는 꿀템 찾음ㅋㅋ 애들 신나서 하루 종일 뛰는데 에너지 빼기 진짜 최고임,[댓글] 아이들 집콕 유아 댄스 매트 음악에 맞춰서 신나게 발로 누르며 놀다 보면 자연스럽게 소형 운동 효과까지 느껴져요! 비 오거나 외출하기 힘들 때 에너지 빼주기 딱 좋은 아이템입니다.
25,멍때리기/힐링,고양이 눈앞에서 흘러내리는 액체 보드 게임... 멍때리고 계속 바라보게 됨ㅋㅋㅋ 냥이 집중력 폭발하는 거 졸귀,[댓글] 멍때리기 딱 좋은 오일 드롭 방울 시계/장난감 액체 방울 떨어지는 거 가만히 보고 있으면 은근 힐링돼요 ㅋㅋㅋ 고양이도 집사도 같이 집착하게 되는 아이템
26,귀찮음 해결,머리 감기 귀찮아서 검색하다 발견했는데 이거 만든 사람 최소 천재인 듯.. 헤어 에센스 넣고 빗어주기만 하면 결 정리에 영양 공급까지 한 번에 끝남,"[댓글] 에센스, 물 넣어서 빗질하면서 바로 케어할 수 있는 리필형 헤어 브러쉬! 젖은 머리, 건조한 머리 둘 다 쓸 수 있어서 진짜 편해요."
27,반려동물 케어,고양이 발톱 깎을 때마다 목숨 걸고 싸우던 집사들 필독 이 해먹에 걸어두니까 거짓말처럼 얌전해짐ㅋㅋㅋㅋ 반항 불가 포즈라 진짜 편함,[댓글] 반려동물 발톱 깎기나 미용할 때 마구 덤비는 아이들 가만히 고정해주는 그루밍 해먹이에요! 집에서 셀프 케어할 때 진짜 유용함
28,여행 꿀템,여행 갈 때 짐 많아서 손 모자랐던 사람 손... 캐리어 위에 가방 올려두고 더 끌 필요도 없이 끝남. 공항 가기 전에 이거 안 챙기면 손해ㅋㅋ,"[댓글] 캐리어 위에 보조가방, 서브 캐리어, 모자까지 한 번에 고정해 주는 여행용 캐리어 결합 고정 벨트. 이동할 때 짐 밀릴 일 없어서 진짜 편함."
29,인싸템,밤에 이거 들고 나가면 동네 인싸 바로 확정임ㅋㅋㅋ 어두울 때 칠수록 LED 빛 때문에 무슨 SF 영화 찍는 줄;; 애들 야간 에너지 빼기 최고의 아이템,[댓글] 밤에도 보일 수 있게 LED 빛 나오는 피클볼라켓 야간 야외활동이나 캠핑 가서 놀기 딱 좋아요.
30,외출 필수템,유모차 타면서 아아까지 마시는 대한민국 육아 난이도 근황ㅋㅋㅋ 이거 하나로 커피 두 잔에 폰까지 싹 다 정리됨. 진짜 육아는 아이템빨,[댓글] 음료 2개에 핸드폰 홀더까지 한 번에 해결되는 유모차 컵홀더 외출할 때 손 가벼워져서 진짜 편함 유모차 타는 집은 무조건 필수템임
31,세척 꿀템,매일 젖병 닦다 손목 다 나갈 뻔했는데 이거 쓰고 진짜 광명 찾았음..ㅁ 손으로 쓱쓱 문지르면 거품도 엄청 잘 나고 구석구석 다 닦여서 속이 다 시원함 세척 솔부터 거치대까지 한 번에 정리되니까 주방도 엄청 깨끗해 보임,"[댓글] 손목 아픈 육아맘들 필수템 젖병 세척 솔 세트 젖꼭지 솔, 틈새 솔, 거치대까지 다 있어서 위생적으로 관리하기 너무 깔끔하고 편함"
32,용량 압박 해결,스마트폰 용량 부족해서 사진 지우던 시대 진짜 끝남ㅋㅋㅋ 이 조그만한 게 1TB라니... 게다가 자석으로 폰 뒤에 찰떡같이 붙어서 진짜 편함! 영상 찍는 사람이나 용량에 시달리는 사람들은 필수임요,[댓글] 아이폰/스마트폰 뒤에 맥세이프처럼 붙여서 쓰는 샌디스크 외장 SSD임! 선 거추장스럽게 안 늘어져서 최고... 용량 압박 받으셨던 분들한테 추천해요
33,정리 정돈,냉장고 열 때마다 마음 편해지는 사람 손... 정리도 깔끔하게 잘 되는데 냉기 전달 빨라서 식재료 신선도가 다름;; 냉장고 정리 정착템 찾았음,[댓글] 플라스틱 용기 쓰다가 착색이랑 냄새 배임 때문에 스트레스받아서 스텐 밀폐용기로 싹 바꿨는데 삶의 질 상승함ㅋㅋ 냉동실 들어가도 꽁꽁 잘 익고 투명 뚜껑이라 내용물 바로 보여서 편해요. 식재료 정리 끝판왕 스텐 밀폐용기 세트
34,멀미 해결,아이 키우는 집이면 차 탈 때마다 멀미 봉지 챙기기 바쁜데... 누가 만든 건지 진짜 신박함ㅋㅋㅋㅋ 파란 액체가 수평 잡아줘서 뇌가 흔들림을 인식하게 도와준대요!! 장거리 여행 육아 난이도 확 내려감,[댓글] 차만 타면 울고 토하는 아이 때문에 지푸라기 잡는 심정으로 써본 멀미 방지 안경! 생긴 건 웃긴데 진짜 효과 봐서 주변 맘들한테도 계속 추천하는 중ㅋㅋ 약 안 먹이고 해결할 수 있어서 너무 편해요
35,감성/낭만,집에서 혼술할 때 분위기 미쳐버리는 초미니 화로구이 발견함ㅋㅋㅋ 컴퓨터 책상 위에 올려두고 꼬치에 조개까지 구워 먹는데 낭만 그 자체라 솔직히 좀 탐남,"[댓글] 혼자 야식 먹을 때나 혼술용으로 딱인 미니 화로 접이식이라 캠핑 갈 때 챙겨가기도 편함 꼬치, 새우, 조개구이 전부 가능!"
36,시간 단축/귀찮음 해결,다리미판 펼치기 귀찮아서 구겨진 옷 그냥 입고 다녔는데... 스레드에서 핫한 이거 써보고 진짜 충격받음ㅋㅋ 쓱 한 번 지나가니까 주름 다 펴짐. 스팀 세기도 미쳤는데 작고 가벼워서 여행 갈 때 챙겨가기도 딱임,"[댓글] 5초 만에 예열돼서 바쁜 아침에 진짜 살았어요ㅋㅋ 실크, 셔츠, 청바지 소재 가리지 않고 다 잘 펴져서 요즘 출근 준비 필수템 됨!"
37,게으름 끝판왕,누워서 책 보다가 목 나갈 뻔한 사람들 이거 보고 무릎을 쳤습니다ㅋㅋㅋ 누운 채로 휴대폰이랑 책 다 가능함 게으름의 끝판왕 아이템 등장,[댓글] 누워서 시선만 아래로 꺾어주는 누워서 보는 안경(거울 안경)입니다. 목이랑 어깨 통증 없이 침대에서 유튜브나 독서할 때 개꿀템임ㅋㅋ
38,다리미 혁명,바쁜 아침 구겨진 옷 때문에 스트레스받던 사람 집중.. 진공 흡착으로 옷감 착 붙여서 쓱 지나가기만 해도 주름 싹 다려짐. 출근 시간 5분 단축해 버림,[댓글] 진공 흡착 방식으로 옷감을 딱 잡아줘서 핸디형인데도 구김 진짜 잘 펴짐ㅋㅋ 셔츠 자주 입으시는 분들은 이거 필수임!
39,반려동물 장난감,고양이 집사들 집 떠날 때 죄의식 덜어주는 미친 꿀템 발견함ㅋㅋㅋ 혼자서 쥐 잡는 모션에 미쳐서 30분째 저러고 혼자 놈 외출해도 이제 미안한 마음 zero... 체력 방전시키기 최고임,[댓글] 움직이는 쥐 트랩 고양이 장난감 혼자 집에 있는 애기를 심심해할까 봐 사줬는데 진짜 하루 종일 이것만 가지고 놀아요ㅋㅋ 집사 분들 집 비울 때 강추!
40,수납/휴대,상비약 통째로 들고 다니다가 가방 난장판 되던 시절 끝임ㅋㅋㅋ 종류별로 지퍼백에 쏙 넣고 바인더처럼 넘기니까 찾기 개편함 여행 갈 때나 출근할 때 이거 하나만 챙기면 마음 편해짐,"[댓글] 약 통 여러 개 굴러다니는 거 보기 싫어서 찾은 휴대용 다이어리형 약통 타이레놀, 소화제, 영양제까지 깔끔하게 정리되고 손바닥만 한 사이즈라 가방에 쏙 들어감! 약 챙겨 먹는 유목민들한테 강력 추천임"
41,두피 관리,"남편한테 절대 보여주면 안 되는 두피 관리템 발견함 ""머리 빠질 때 됐다""더니 본인이 매일 빗고 있을 스타일ㅋㅋㅋ",[댓글] 두피 마사지랑 영양 케어를 동시에 해주는 브러쉬형 두피 세럼 일체형 빗으로 슥슥 빗어주면 쿨링감이랑 자극이 진짜 시원함
42,피부 케어 꿀팁,여름 다 가기 전에 이 조합 모르는 사람 없게 해주세요... 착색된 줄 알았는데 이렇게 하니까 피부 완전 맑아짐! 진짜 역대급 착색 케어 꿀조합 발견함,[댓글] 간단 겨드랑이 케어 단계: 1. 글리코릭 토너로 화장솜을 적셔줍니다. 2. 겨드랑이에 올려두고 10분 정도 기다립니다. 3. 니베아 파란캔 크림을 사용해 부드럽게 닦아냅니다.
43,편안함/착화감,솔직히 이번 여름 신발은 이걸로 끝났다고 봄... 운동화 편함 + 뮬 착화감 + 메쉬 통기성 다 갖춘 역대급 실물 미쳤음 슬리퍼처럼 사뿐하게 신는데 핏 감은 착 붙어서 신세계임ㅋㅋ,[댓글] 오니츠카타이거 멕시코 66 사봇 뒤꿈치 오픈된 사보 형태라 쓱 신기 너무 편하고 통통 뚫린 메쉬 소재라 답답함 1도 없음!! 사이즈는 정사이즈 추천함!
44,얼룩 제거,육아·살림 필수템 또 발견함... 아이 옷에 케찹이나 음식물 흘렸을 때 따로 손빨래 안 하고 톡톡 두드려만 주면 자국 싹 사라져서 소름 돋음ㅋㅋㅋ,"[댓글] 옷 얼룩, 옷감 손상 없이 깔끔하게 지워주는 얼룩제거제 외출용이나 아이 있는 집에 하나쯤 두면 진짜 유용함"
45,눈 피로 회복,"오후만 되면 눈 피로해서 침침하고 피곤해 죽을 것 같았는데... 이걸로 눈가 1분만 풀어주니까 눈이 확 뜨이고 세상 밝아짐;; 하루 종일 스마트폰, 모니터 보는 사람 필수템임",[댓글] 눈 피로 회복용 아이 괄사 마사지기 눈가에 크림 살짝 바르고 눈썹 밑이랑 눈 밑만 쓱쓱 문질러주면 엄청 시원함 매일 밤 해주면 눈 붓기 제거에도 최고예요
46,요리 꿀템,"요리할 때 칼질 못하는 사람 진짜 이건 사야 함... 양배추부터 오이, 당근까지 쓱 긁기만 하면 얇게 다 썰림ㅋㅋ 샐러드나 채소 볶음 요리할 때 손에 힘도 안 들고 속도 미쳤음","[댓글] 양배추, 당근, 오이 칼질 부담스러운 분들한테 완벽한 만능 채칼이에요. 쓱 쓱 밀기만 하면 아주 가늘고 일정하게 채가 썰려서 요리 준비 시간 절반으로 줄어듭니다! 샐러드나 비빔밥 자주 드시면 꼭 써보세요."
47,안전/위생,손톱 긴 사람이나 손가락 힘 없는 사람은 이거 진짜 필수템임ㅋㅋㅋ 캔 뚜껑 딸 때 손톱 부러질 걱정 없고 먹다가 덮어두면 먼지나 벌레도 막아줌,[댓글] 손톱 안 까지고 열어서 진짜 편함 야외에서 음료 마실 때 벌레 들어갈 일도 없어서 캠핑이나 야외 활동할 때 필수예요.
48,감성 디자인,이건 실물 감성으로 봐야 함... 스타벅스 시크한 스텐 텀블러 보이자마자 실물 미쳤다 소리 절로 나옴. 차분한 그레이 톤에 메탈릭한 감성이라 매일 들고 다녀도 질릴 수가 없음,[댓글] 인스타랑 스레드에서 다들 어디서 샀냐고 난리 난 스타벅스 스텐 텀블러. 용량도 넉넉하고 보온 보냉 단단해서 데일리 텀블러로 딱임. 스텐 감성 좋아하는 분들은 무조건 만족할 스타일.
49,가구 보호,이거 만든 사람 진짜 천재인 듯... 가구에 먼지 쌓이는 거 보기 싫었는데 그냥 쓱- 당겨서 감싸면 끝임ㅋㅋㅋ 이사할 때나 집 오래 비울 때 무조건 써야 하는 필수템,"[댓글] 침대, 소파, 식탁까지 싹 커버되는 대형 가구 먼지 방지 비닐 당겨주고 착 붙이기만 하면 돼서 진짜 편함 먼지 쌓일 걱정 없이 깔끔하게 보관 가능!"
50,유머/귀여움,화장실 문 열자마자 진짜 빵 터짐ㅋㅋㅋㅋ 휴지에 양 머리만 끼웠을 뿐인데 이거 만든 사람 천재인 듯 귀여워서 화장실 갈 때마다 기분 좋아질 것 같음!,[댓글] 친구들이 집에 올 때마다 어디서 샀냐고 꼭 물어봐요ㅋㅋ 인테리어 소품으로도 완전 강추입니다
51,케이스 꿀템,여행 갈 때 칙칙한 검은색 카메라 들고 다니기 싫증났는데... 핑크 커버 씌우자마자 공항에서 다들 어디서 샀냐고 물어봄 기스 방지용으로 샀다가 실물 감성 보고 완전 반함ㅋㅋㅋ,[댓글] DJI 오즈모 포켓3 전용 실리콘 보호 케이스 세트 투박했던 카메라가 핑크핑크하게 바뀌고 떨어뜨려도 기스 안 나서 마음 편함! 스트랩 고리도 있어서 꾸미기도 딱이에요.
52,헤어 에센스,미용실 실장이 말없이 바르던 거 몰래 이름 알아내서 샀는데... 미용실 다녀온 당일 머릿결로 하루 종일 유지됨 빗질할 때 소름 돋음 끈적거리는 거 1도 없는데 엔젤링 윤기 장난 아님 요물임;;,[댓글] 머릿결 상해서 개털 된 분들 이거 아침에 쓱 바르고 나가보세요. 향도 진짜 고급스러워서 향수 뭐 쓰냐는 소리 듣는 헤어에센스임
53,아이디어/신박,뚜껑 비틀자마자 투명했던 물이 진한 녹차로 순식간에 변하는 거 보고 진짜 소름 돋음ㅋㅋㅋ 누가 만들었는지 몰라도 아이디어 미쳤다,[댓글] 뚜껑에 말차 가루 들어있어서 돌려서 딴 다음 흔들어 마시는 방식임! 신선하게 바로 섞어 마시니까 카페 말차라떼 부럽지 않게 진하고 고소함 말차/녹차 좋아하면 무조건 추천!
54,손님용/차박,"솔직히 이건 자취생이나 손님 자주 오는 집에 필수템임;; 조립 필요 없이 그냥 던지면 펼쳐지고, 접으면 옷장 틈새에 쏙 들어갈 정도로 얇아짐ㅋㅋㅋ 누워봤는데 생각보다 쿠션감도 짱짱해서 꿀잠 가능","[댓글] 접이식 침대인데 생각보다 튼튼하고 공간 차지를 안 해서 진짜 만족 중이에요. 손님용이나 차박, 캠핑용, 갑자기 부모님 오셨을 때 쓰기 딱입니다."
55,편안함 극찬,하루 1만 걸음 걸어도 발 하나도 안 아픈 신발 찾음 굽은 높은데 진짜 구름 위 걷는 기분... 요즘 매일 이것만 신어서 신발장에 있는 다른 신발들 다 울고 있음ㅋㅋ,[댓글] 메쉬 소재라 바람 잘 통하고 찍찍이 스트랩이라 신고 벗기 엄청 편해요! 키높이 효과에 착화감까지 챙긴 스니커즈 샌들
56,다림질 쾌감,다림질 오디오 쾌감 미쳤음... 구겨진 거 쓱 문지르자마자 칼처럼 펴지는데 속이 다 뚫림ㅋㅋㅋ 이 정도면 다림질이 아니라 힐링 테라피 수준 아니냐고,[댓글] 강력한 스팀으로 쓱 지나가기만 해도 주름 싹 펴지는 스팀 다리미예요. 세탁소 안 맡겨도 집에서 칼주름 가능해서 다림질 귀찮았던 분들한테 강추!
57,착색 케어,"얼굴, 무릎, 겨드랑이, 뒷목까지 베이비오일 묻혀서 살살 닦아냈더니 누렇게 노폐물이랑 착색된 노폐물 묻어나오는 거 실화냐고요;; 그냥 물로만 씻는 거랑 차원이 다름. 착색 고민이거나 피지, 노폐물 깔끔하게 덜어내고 싶으면 샤워 전에 이 방법 꼭 써보세요!",[댓글] 존슨즈 베이비 오일 (알로에&비타민E) 화장솜에 넉넉히 묻혀서 착색 고민인 부분이나 피지 많은 곳 부드럽게 닦아내면 딥클렌징 효과 대박이에요. 가성비 최고라 부담 없이 쓰기 딱 좋음!
58,트러블 해결,진짜 피부 트러블로 스트레스받던 친구한테 이거 딱 한 달만 써보라고 권해줬는데... 오늘 만났다가 피부 상태 보고 진짜 소름 돋았잖아요;; 피부과 실장님도 추천하는 이유가 있었음,"[댓글] 폴라초이스 바하 리퀴드 각질제거제예요. 여드름, 트러블 심했을 때 모공 속 피지랑 각질 잡아주려고 쓰기 시작했는데 피부 결이랑 붉은 기 정돈되는 게 눈에 보여서 완전 정착함!"
59,보조기구/꿀템,이거 발견한 부모님들 다들 손뼉 쳤을 듯ㅋㅋㅋ 애들 인라인 스케이트 배울 때 넘어질 걱정 1도 없음. 뒤에서 허리 숙이고 안 잡아줘도 돼서 진짜 편함,[댓글] 인라인 입문할 때 중심 잡기 쉬운 보행기형 인라인 보조기구 엉덩방아 찧을 일 없어서 애들도 안 무서워함
60,자취 필수템,자취생들 설거지하기 귀찮을 때 진짜 개꿀인 템 발견함ㅋㅋㅋ 냄비도 필요 없고 봉지라면에 물 부어서 바로 먹는 전용 홀더임 설거지 딱 0개 나와서 야식 먹을 때 삶의 질 미침...,"[댓글] 봉지라면 뽀글이 전용 홀더 거치대 집게 겸 포크까지 세트로 들어있어서 더 뜨겁게 봉지 묶어둘 수도 있음ㅋㅋ (아, 포크 쓰면 설거지 1개 추가임)"
61,홈케어/붓기,"피부과 원장이 ""매일 딱 3분만 문지르세요"" 해서 따라 했는데 아침마다 퉁퉁 붓던 얼굴 싹 정리됨;; 팔자주름이랑 턱라인 잡히는 속도 실화냐고 손으로 안 마사지하고 이걸로 쓱 쓸어내리기만 해도 혈액순환 장난 아님",[댓글] 피부과에 돈 쓰기 전에 이거부터 해볼 걸 그랬어요ㅋㅋ 아침에 부종 뺄 때 3분만 쓱 쓸어주면 붓기 바로 빠지고 라인 정리돼서 너무 편함!
62,인싸템/귀여움,"사무실에서 이거 쓰다가 옆자리 동료한테 걸렸는데 ""그거 어디서 샀어요?""부터 시작해서 다들 한 번씩 클릭해보고 감ㅋㅋㅋ 귀여운데 그립감까지 좋아서 일할 맛 싹 납니다",[댓글] 투명 케이스 안에 캐릭터 들어간 무선 마우스! 클릭할 때마다 불빛 들어오고 딸깍거리는 손맛도 엄청 좋아요
63,웃음/존재감,돈 없다고 그만 사라고 했는데... 이 슬리퍼 실물 보자마자 둘 다 말문 막힘ㅋㅋㅋㅋ 걸을 때마다 서로 핥아주는(?) 미친 존재감 슬리퍼 발견함,[댓글] 신을 때마다 웃겨서 기분 좋아지는 커플 캐릭터 슬리퍼 쿠션감도 푹신해서 집이나 사무실에서 신기 딱 좋음ㅋㅋ 커플템으로 강력 추천!
